date,time,frequency,rs,dt
211006,141900,14.074,-10,-0.5
210831,210415,14.074,-14,0.3
210607,191715,14.074,-13,0.6
210628,201100,14.074,-11,0.1
210722,222500,14.074,-3,-0.4
210809,213830,14.074,-5,0.3
210809,185130,14.074,-16,0.1
210519,182545,14.074,21,-0.9
211005,225045,14.074,1,-0.3
210908,160615,14.074,-11,-0.3
210908,162000,14.074,-11,-0.5
210603,210030,14.074,-1,-1.1
210827,204115,14.074,2,0.1
210422,205930,14.074,-15,1.0
210604,212845,14.074,-24,-0.1
210915,195445,14.074,12,-0.8
210819,192715,14.074,-14,0.4
210519,181545,14.074,-6,0.0
210908,194215,14.074,12,0.5
210604,204800,14.074,-4,0.0
210519,183500,14.074,-14,-0.4
210422,211100,14.074,8,-1.2
210713,210530,14.074,6,1.0
210713,235730,14.074,-10,0.0
211005,204615,14.074,-13,0.4
210628,194415,14.074,-16,0.5
210809,225630,14.074,0,0.0
210611,180715,14.074,-3,0.3
210519,185430,14.074,-12,-0.1
210819,195630,14.074,14,0.6
210422,184015,14.074,-24,0.3
210810,193130,14.074,-13,0.3
210908,185100,14.074,-7,0.2
210819,224530,14.074,-1,1.4
210427,203630,14.074,-12,0.1
210819,220500,14.074,17,0.1
210607,170930,14.074,3,0.3
210910,164200,14.074,-7,-0.1
211005,233245,14.074,-4,-0.4
211005,203900,14.074,-5,-0.3
210804,233000,14.074,-14,0.2
210914,203100,14.074,-18,-1.2
211005,211115,14.074,-7,-0.3
210809,194300,14.074,-5,0.1
210809,215445,14.074,-5,0.1
210628,201545,14.074,-13,0.1
210610,212800,14.074,-7,0.1
210819,202600,14.074,-7,0.7
210915,203800,14.074,-21,-0.1
210610,192645,14.074,10,0.5
210628,201915,14.074,-10,0.2
210716,221545,14.074,24,0.1
210824,222430,14.074,-15,0.6
210830,175230,14.074,-18,0.1
211005,223615,14.074,3,-0.3
210607,162730,14.074,-13,0.0
211006,013530,14.074,-9,-0.1
210817,200400,14.074,0,-0.9
210422,184430,14.074,-14,0.3
210809,222645,14.074,-12,0.0
210713,211115,14.074,1,0.0
210716,220930,14.074,-7,0.0
210607,150530,14.074,2,-1.3
210819,222645,14.074,-3,0.0
210628,195830,14.074,6,0.0
210910,203115,14.074,-2,-0.3
210610,191530,14.074,-15,0.6
210804,235900,14.074,-13,0.3
210607,153300,14.074,-6,0.8
211006,144230,14.074,-6,0.2
210713,232700,14.074,-15,0.3
210519,160945,14.074,-9,0.3
210628,202515,14.074,-5,0.3
210615,211030,14.074,-4,0.1
210819,205115,14.074,9,0.3
210609,223845,14.074,-20,0.2
210908,190345,14.074,-5,-0.3
210422,172030,14.074,-14,0.3
210803,195500,14.074,-4,-0.8
211005,193015,14.074,-7,-0.1
210607,153115,14.074,-5,-0.1
210422,205000,14.074,-15,0.3
210526,195230,14.074,-5,-0.7
211006,021130,14.074,-11,-0.4
210610,203330,14.074,-5,0.0
210615,204700,14.074,-19,0.3
210628,211500,14.074,-7,0.2
210722,220530,14.074,-6,-0.2
211005,203145,14.074,-10,-0.3
210713,204945,14.074,-14,0.2
210611,182415,14.074,-14,0.7
210830,180730,14.074,-6,0.0
210422,230330,14.074,5,0.1
210602,234200,14.074,-5,0.3
210603,211000,14.074,-3,0.1
210819,172815,14.074,-24,0.4
211006,010530,14.074,7,-0.2
210804,232530,14.074,-14,0.2
210603,202415,14.074,-6,-1.2
210607,191600,14.074,-10,0.6
210628,192845,14.074,-9,-0.9
210628,203315,14.074,-4,0.2
210805,000030,14.074,-13,0.3
210713,233015,14.074,-4,0.1
210611,214545,14.074,5,0.2
210422,174845,14.074,-12,0.3
210720,000100,14.074,2,0.2
210713,231645,14.074,-2,0.1
210611,214030,14.074,-5,0.3
211005,215930,14.074,5,0.0
210628,212930,14.074,-15,0.2
211005,211130,14.074,6,-0.3
210607,151800,14.074,5,0.0
210901,211045,14.074,10,-0.5
210628,205000,14.074,15,1.0
210610,193930,14.074,-22,-1.0
210607,174100,14.074,-15,1.2
211006,001800,14.074,15,-0.3
210628,211915,14.074,-21,0.2
210908,162245,14.074,-9,-0.2
211005,212545,14.074,-4,-0.2
210819,224845,14.074,-11,0.2
210831,195000,14.074,-1,0.0
210908,161500,14.074,2,-0.3
210713,234215,14.074,-8,0.1
210902,230830,14.074,3,0.3
210628,213845,14.074,-7,1.1
210603,205315,14.074,-17,0.0
210908,184000,14.074,-19,0.1
210831,211345,14.074,-4,-0.1
210713,211130,14.074,-15,0.4
210628,184430,14.074,-8,-0.5
210628,171715,14.074,-2,0.1
210607,181630,14.074,-13,-0.4
210610,212730,14.074,-18,0.1
210607,174300,14.074,-3,0.1
210809,211745,14.074,-14,0.4
210610,193430,14.074,-3,0.6
210514,211300,14.074,-14,0.4
210915,202915,14.074,-21,-0.1
210910,205515,14.074,-24,-0.2
210809,190230,14.074,5,0.2
210908,160100,14.074,-1,0.0
210713,203945,14.074,-13,0.2
210809,223645,14.074,-15,0.1
210819,230645,14.074,3,0.1
210819,225200,14.074,-11,0.2
210603,212845,14.074,7,1.8
210514,212330,14.074,-7,0.0
210607,164630,14.074,-15,0.3
210819,213530,14.074,-5,-0.2
210819,231100,14.074,-18,0.6
210422,201315,14.074,-19,0.8
210628,212115,14.074,-4,0.3
210819,211015,14.074,-5,0.5
211005,234600,14.074,-1,-0.3
210819,180100,14.074,-11,0.3
210831,201745,14.074,8,0.3
210907,204415,14.074,6,0.0
210422,193730,14.074,-8,0.3
210422,192515,14.074,-14,0.7
210512,162645,14.074,-9,0.1
210423,220345,14.074,5,-0.8
210713,232215,14.074,-15,0.1
211006,144530,14.074,-2,0.1
211006,041000,14.074,-8,-0.3
210908,190030,14.074,-13,0.1
210910,174745,14.074,-13,0.3
210908,193945,14.074,-5,0.1
210907,203815,14.074,-15,-0.1
210603,213200,14.074,-5,0.3
210603,202615,14.074,-11,-1.3
210607,161445,14.074,-11,-0.4
210514,210545,14.074,-15,-0.1
210809,213700,14.074,-16,0.2
210908,172915,14.074,-3,-0.2
211006,004015,14.074,2,-0.2
211005,201700,14.074,-17,-0.1
211005,230715,14.074,2,-0.1
210908,174015,14.074,15,-0.2
210810,191745,14.074,-15,0.7
210830,175945,14.074,-10,-0.2
210628,182830,14.074,11,0.7
210607,195645,14.074,7,0.6
210427,175930,14.074,-20,0.2
210722,230515,14.074,-17,0.2
210615,213645,14.074,16,0.1
210514,210030,14.074,-8,-0.2
211006,024530,14.074,-1,-0.4
210908,161515,14.074,0,-0.3
210908,161445,14.074,9,-0.5
210610,211545,14.074,-8,0.1
210610,193615,14.074,-7,-1.0
210422,212115,14.074,-16,0.7
210809,215115,14.074,-20,0.6
210819,185800,14.074,-18,0.0
210910,172730,14.074,-8,0.4
210422,205745,14.074,-13,1.1
210819,233330,14.074,-13,0.7
210910,171845,14.074,-19,0.5
210526,195630,14.074,-5,-0.7
210721,200730,14.074,-7,0.1
210611,210745,14.074,-16,1.8
210831,215500,14.074,-11,-0.1
210422,203730,14.074,-19,0.9
210610,210330,14.074,-10,0.4
210810,194415,14.074,-18,0.5
210908,153200,14.074,-18,-0.8
210908,201515,14.074,-16,1.8
210714,000145,14.074,-3,0.6
210716,211430,14.074,7,0.6
210819,231845,14.074,-11,0.3
210628,172045,14.074,-20,0.4
210831,204230,14.074,-2,-0.2
210422,203515,14.074,-3,-0.3
210908,201000,14.074,-2,-0.1
210426,164930,14.074,-12,0.1
210628,180415,14.074,-9,0.1
210713,215815,14.074,-17,-0.7
210615,214400,14.074,7,0.6
210628,204015,14.074,-19,0.2
211005,192845,14.074,-3,0.1
211006,020830,14.074,-18,-0.4
210809,195300,14.074,-18,0.3
210809,203500,14.074,-10,0.1
210607,154915,14.074,-15,-0.6
210607,153630,14.074,-2,0.0
210713,213230,14.074,-15,0.1
210908,201000,14.074,-13,0.6
210628,191230,14.074,-19,-0.8
210611,171700,14.074,-24,0.1
210809,214200,14.074,-2,-1.3
210603,222045,14.074,24,0.3
210713,235730,14.074,-11,0.1
210610,204100,14.074,3,0.4
210910,205945,14.074,-6,0.0
210819,174700,14.074,10,0.0
211005,222745,14.074,1,0.0
210809,195115,14.074,-5,0.3
210607,174230,14.074,-7,0.0
210716,213745,14.074,-7,0.1
210819,212045,14.074,-23,0.1
210716,221945,14.074,-14,0.3
210817,195445,14.074,2,-1.8
210607,193530,14.074,-21,0.5
210910,163200,14.074,-17,-0.1
210607,162600,14.074,-19,0.4
211005,225345,14.074,1,-0.1
210422,210745,14.074,-16,0.8
210628,210430,14.074,-7,1.0
210607,163145,14.074,-10,-0.1
210910,165415,14.074,9,0.3
210915,200945,14.074,-4,-0.9
210607,192200,14.074,-18,2.1
210628,201945,14.074,-10,0.6
210819,174600,14.074,-7,0.2
210908,154115,14.074,-13,-1.2
210831,212930,14.074,-17,0.3
210610,200215,14.074,-17,-0.9
210819,175600,14.074,-9,0.3
210628,174845,14.074,-7,0.1
210628,202530,14.074,-3,0.1
210831,220200,14.074,12,0.2
210628,203145,14.074,-14,0.1
210422,225500,14.074,-11,0.3
210908,163600,14.074,10,0.1
210809,212245,14.074,-5,0.5
211005,224615,14.074,8,-0.1
210514,210230,14.074,0,0.0
210722,230145,14.074,-16,0.1
210427,175815,14.074,-15,1.6
210819,222015,14.074,-23,0.0
210610,191300,14.074,-14,1.4
210806,182900,14.074,-15,1.4
210628,164200,14.074,-8,0.4
210910,172130,14.074,-16,0.2
210908,190945,14.074,-19,0.3
210818,180315,14.074,-14,-0.4
210610,181845,14.074,-4,2.4
210423,171545,14.074,-20,0.0
210819,194415,14.074,-3,0.2
210809,194800,14.074,-13,0.1
210713,232615,14.074,-1,0.6
210908,200600,14.074,-8,0.6
210607,183830,14.074,-17,0.4
210901,215630,14.074,-2,2.4
210505,201415,14.074,-18,0.2
210610,185130,14.074,3,-0.3
210908,193845,14.074,8,0.3
211005,225245,14.074,-6,0.7
210902,231000,14.074,-6,0.3
210713,223515,14.074,5,0.2
210716,220930,14.074,-9,-0.1
210809,223730,14.074,-11,0.1
210819,220030,14.074,-6,0.1
210713,232745,14.074,-8,-0.2
210827,210515,14.074,-5,0.7
210819,192645,14.074,-8,0.6
210714,000800,14.074,1,0.0
210809,194645,14.074,-7,0.2
210908,195700,14.074,-1,0.5
210611,184815,14.074,-8,0.3
210607,174515,14.074,7,0.1
210604,204730,14.074,-7,0.0
210827,203145,14.074,-4,0.1
210819,222730,14.074,-21,0.0
210809,213730,14.074,-15,0.2
211005,223615,14.074,-12,-0.3
210519,180415,14.074,-8,-0.1
210511,202645,14.074,-5,1.7
210519,172500,14.074,-12,1.0
210607,163445,14.074,-22,0.6
211005,212615,14.074,-6,-0.3
210519,173045,14.074,-16,0.3
210628,171230,14.074,-2,0.1
210611,215015,14.074,15,0.2
210628,205445,14.074,-8,0.9
210908,181230,14.074,6,1.0
210809,191115,14.074,-10,0.2
210713,232330,14.074,-8,0.1
211005,195030,14.074,20,-0.5
210716,211415,14.074,-23,0.6
211005,220500,14.074,-3,-0.3
210819,201545,14.074,8,0.1
210803,200030,14.074,-16,-0.2
210722,222330,14.074,-5,-0.2
210809,194400,14.074,2,0.0
210628,170445,14.074,-14,0.5
210603,211230,14.074,-19,0.3
210908,163230,14.074,-18,0.3
210716,222145,14.074,-24,0.7
210423,171545,14.074,-10,0.4
210422,171400,14.074,-20,0.5
210908,195145,14.074,-1,0.2
210519,165730,14.074,-15,0.3
211006,023830,14.074,4,-0.3
210809,202845,14.074,4,0.3
210526,195845,14.074,-10,-0.8
211005,232130,14.074,-1,-0.3
210628,161330,14.074,-16,0.0
210819,232915,14.074,-7,0.2
210713,234215,14.074,-13,0.3
211006,013315,14.074,4,-0.3
210819,205700,14.074,-9,0.2
210615,230930,14.074,-7,0.7
210901,215445,14.074,9,0.3
210422,204215,14.074,7,0.1
210719,234445,14.074,10,0.4
210908,170530,14.074,-8,0.3
210713,231530,14.074,4,0.2
210610,200345,14.074,8,-0.7
210804,232000,14.074,-14,1.3
210611,184915,14.074,-5,0.1
210713,230745,14.074,-7,0.3
211005,194630,14.074,-10,-0.4
210809,224900,14.074,-12,-0.3
210628,173530,14.074,-15,0.2
210810,195500,14.074,-8,0.6
210915,203600,14.074,-9,0.3
210908,202830,14.074,-12,-0.1
210809,210015,14.074,-14,0.5
210514,211230,14.074,-6,0.1
210607,193915,14.074,-12,0.6
210819,201630,14.074,-6,0.7
210819,212630,14.074,1,0.2
211005,234245,14.074,-13,-0.2
210819,223230,14.074,-10,0.3
210610,204645,14.074,1,0.4
210819,185045,14.074,-4,0.1
210819,202015,14.074,-7,0.0
210713,233915,14.074,1,0.0
210607,162400,14.074,-10,-0.1
210610,201100,14.074,-19,-0.4
210615,205200,14.074,-10,0.2
210611,183415,14.074,-16,0.2
210908,165230,14.074,-5,-0.1
210831,202045,14.074,-16,0.8
210628,181630,14.074,-15,0.7
210908,162400,14.074,-3,-0.3
210607,191900,14.074,-18,0.6
210514,212045,14.074,5,-0.2
210819,233900,14.074,-14,0.3
210628,192715,14.074,6,-0.3
210819,194345,14.074,-18,0.5
210422,190745,14.074,16,0.7
210628,221330,14.074,-14,0.2
211005,232045,14.074,-10,-0.3
210714,001800,14.074,8,0.0
210519,175300,14.074,-12,-0.5
211006,000800,14.074,-24,-0.3
210628,161015,14.074,-14,0.2
210511,202215,14.074,13,-0.9
210607,162645,14.074,-15,-0.1
210804,225645,14.074,-8,0.8
211005,203200,14.074,5,-0.7
210819,205415,14.074,12,0.4
210628,211730,14.074,10,0.1
210915,202245,14.074,-11,-0.3
211005,194730,14.074,-6,-0.3
210607,191430,14.074,5,0.6
210908,171000,14.074,4,0.4
210511,202815,14.074,-16,-1.0
210610,211515,14.074,2,0.1
210628,204245,14.074,-19,0.8
210715,225400,14.074,6,-0.1
210713,230130,14.074,-16,0.1
210910,204315,14.074,-16,-0.4
210422,191045,14.074,-18,0.5
210507,184900,14.074,-8,0.3
210628,194100,14.074,-19,-0.8
211006,000700,14.074,-9,0.0
210422,174515,14.074,8,0.0
210819,174100,14.074,-23,0.0
210908,180915,14.074,-9,0.9
210422,191315,14.074,-16,0.7
211005,224845,14.074,-16,-0.2
210908,182100,14.074,-14,1.5
210628,194830,14.074,-5,0.0
210611,181300,14.074,-18,0.0
210602,231445,14.074,12,0.1
210628,210130,14.074,-6,0.7
210908,193000,14.074,-3,0.5
210901,211145,14.074,1,-0.5
210713,231745,14.074,4,0.0
210714,000515,14.074,1,0.0
210611,211115,14.074,4,1.0
210628,215915,14.074,-18,0.7
210713,214445,14.074,-3,0.2
210819,201145,14.074,1,0.0
210902,224345,14.074,-10,0.2
210603,223715,14.074,-14,0.3
210902,223900,14.074,-19,0.9
210519,164000,14.074,-16,1.0
210713,220630,14.074,-11,0.3
210615,213445,14.074,3,0.6
210628,193930,14.074,8,-0.7
211006,130630,14.074,-14,-0.7
210827,211215,14.074,-12,0.7
210910,202930,14.074,-5,-0.2
210804,234830,14.074,-9,0.4
210908,162715,14.074,-11,0.1
210610,203800,14.074,-10,0.5
210611,184745,14.074,-6,0.2
210607,161515,14.074,-17,-0.2
210607,170730,14.074,-4,0.3
210422,224000,14.074,-3,0.2
210607,195115,14.074,0,0.5
210803,201000,14.074,-7,0.0
210819,235915,14.074,-9,0.2
210519,183200,14.074,-24,-1.3
210713,231700,14.074,-21,0.7
210902,230230,14.074,-12,0.4
210809,202245,14.074,7,0.7
210806,183200,14.074,-13,0.5
210610,194630,14.074,-16,-0.6
210422,231300,14.074,-12,0.2
210831,211030,14.074,1,0.1
210819,202745,14.074,-20,0.0
210809,215630,14.074,11,1.0
211005,193730,14.074,-13,-0.4
210809,212830,14.074,-13,0.3
211005,193030,14.074,-7,-0.3
210628,220515,14.074,-20,0.8
210422,202700,14.074,-6,-0.1
211006,021545,14.074,-15,-0.3
210607,170430,14.074,-15,0.3
210831,204045,14.074,-11,0.0
210607,200100,14.074,4,0.2
210610,175930,14.074,1,0.6
210819,231815,14.074,6,0.3
210603,203600,14.074,-9,-0.8
210422,171500,14.074,1,0.3
210422,180000,14.074,-10,0.3
210809,194615,14.074,-19,0.2
210610,191730,14.074,-9,-0.1
210628,200945,14.074,-1,-0.4
210604,210330,14.074,-15,0.0
210819,225030,14.074,-4,0.2
210908,174130,14.074,1,-0.2
211006,004730,14.074,-12,0.0
210423,215145,14.074,-17,0.3
210607,202915,14.074,-8,0.3
210604,205215,14.074,17,0.0
210810,200300,14.074,-7,0.2
210722,213945,14.074,-1,0.0
210908,172930,14.074,0,-0.2
211005,234000,14.074,-2,-0.3
210819,224130,14.074,-3,0.1
210604,220630,14.074,-11,0.5
210422,202500,14.074,-2,0.2
210908,162000,14.074,-19,-0.3
210902,223900,14.074,-13,0.9
210908,174715,14.074,-16,-0.2
210803,193845,14.074,-20,-0.6
210422,204445,14.074,-16,0.1
210819,195700,14.074,-15,-0.1
210628,220100,14.074,-18,0.8
210422,194745,14.074,-17,0.5
211005,204100,14.074,-5,-0.6
210819,194815,14.074,-8,0.2
