date,time,frequency,rs,dt
210423,200715,28.074,0,0.8
210423,184430,28.074,8,0.2
210423,201015,28.074,13,-0.2
210423,200545,28.074,1,0.0
210423,200645,28.074,-2,0.0
210423,200345,28.074,10,0.0
210423,201015,28.074,17,1.0
210423,200345,28.074,22,0.1
210423,200745,28.074,-1,0.1
210423,184430,28.074,-3,0.1
210423,200730,28.074,6,0.1
210423,201015,28.074,15,0.9
210423,200515,28.074,9,0.0
210423,200430,28.074,5,0.0
210423,200915,28.074,17,-0.1
210423,201100,28.074,5,0.1
210423,184430,28.074,-7,0.2
210423,200830,28.074,4,-0.1
210423,200800,28.074,14,0.1
210423,200815,28.074,-20,0.6
210423,200945,28.074,12,0.2
210423,201000,28.074,-3,0.2
210423,200630,28.074,1,-0.1
210423,200845,28.074,25,-0.1
210423,200615,28.074,9,0.5
210423,201015,28.074,-7,0.1
210423,200730,28.074,8,0.1
210423,201000,28.074,19,0.0
210423,200915,28.074,9,0.0
210423,200430,28.074,-7,0.1
210423,201115,28.074,-11,0.1
210423,201115,28.074,-4,-0.5
210423,201000,28.074,17,0.1
210423,201000,28.074,9,0.2
210423,200630,28.074,2,0.0
210423,200500,28.074,5,0.0
210423,200730,28.074,7,0.0
210423,200415,28.074,18,0.1
210423,200900,28.074,2,0.2
210423,200930,28.074,19,0.4
210423,201100,28.074,-17,1.7
210423,184430,28.074,-16,-0.1
210423,201115,28.074,-20,0.4
210423,200630,28.074,2,0.1
210423,201115,28.074,4,0.1
210423,200945,28.074,12,0.0
210423,200515,28.074,11,1.1
210423,200545,28.074,19,0.0
210423,201000,28.074,-3,0.1
210423,201100,28.074,-6,-0.1
210423,200600,28.074,24,0.0
210423,200830,28.074,-7,0.0
210423,200530,28.074,3,0.0
210423,201100,28.074,15,0.1
210423,201030,28.074,3,0.1
210423,200745,28.074,15,0.2
210423,200715,28.074,0,0.1
210423,200530,28.074,17,0.5
210423,200645,28.074,9,0.5
210423,184430,28.074,1,0.2
210423,200545,28.074,7,0.0
210423,201100,28.074,8,0.0
210423,200445,28.074,10,0.1
210423,200530,28.074,-24,0.9
210423,200730,28.074,15,0.1
210423,201030,28.074,5,0.1
210423,200445,28.074,21,0.0
210423,200600,28.074,9,0.1
210423,200830,28.074,2,0.1
210423,200445,28.074,8,-0.2
210423,200515,28.074,-2,0.0
210423,200715,28.074,16,0.0
210423,200700,28.074,4,-0.2
210423,200415,28.074,-1,0.0
210423,200630,28.074,10,0.0
210423,200400,28.074,-16,0.4
210423,200730,28.074,-2,0.5
210423,200345,28.074,20,0.0
210423,200900,28.074,9,-0.1
210423,200415,28.074,21,0.1
210423,200600,28.074,-1,0.0
210423,201000,28.074,-3,0.0
210423,200800,28.074,-18,0.1
210423,184430,28.074,-10,0.1
210423,200730,28.074,-2,0.0
210423,200615,28.074,12,0.9
210423,200745,28.074,19,0.2
210423,184430,28.074,-11,0.2
210423,184430,28.074,-8,0.2
210423,200930,28.074,1,0.6
210423,200645,28.074,5,0.9
210423,200530,28.074,8,0.1
210423,200400,28.074,10,0.0
210423,200500,28.074,3,0.0
210423,200430,28.074,-10,0.0
210423,200615,28.074,16,0.0
210423,184430,28.074,6,0.1
210423,200715,28.074,5,0.5
210423,200700,28.074,-4,0.0
210423,200615,28.074,19,0.0
210423,200615,28.074,18,0.0
210423,184430,28.074,-15,0.1
210423,184430,28.074,-6,0.4
210423,200445,28.074,15,0.9
210423,200915,28.074,11,1.1
210423,200445,28.074,14,0.0
210423,200830,28.074,1,0.1
210423,201015,28.074,16,0.0
210423,200545,28.074,21,0.5
210423,201015,28.074,14,0.2
210423,200915,28.074,-7,0.0
210423,200345,28.074,-2,0.0
210423,201100,28.074,6,0.6
210423,201100,28.074,9,0.2
210423,200745,28.074,16,0.5
210423,184430,28.074,-11,0.1
210423,200715,28.074,6,1.0
210423,200530,28.074,-5,0.0
210423,200615,28.074,22,0.0
210423,200530,28.074,9,0.1
210423,201100,28.074,-8,0.1
210423,200445,28.074,22,0.0
210423,201030,28.074,5,0.6
210423,200900,28.074,-6,0.1
210423,200445,28.074,17,0.0
210423,201000,28.074,9,0.3
210423,200515,28.074,23,0.0
210423,200545,28.074,20,0.0
210423,200715,28.074,0,0.3
210423,200815,28.074,-4,0.1
210423,200600,28.074,22,0.0
210423,200615,28.074,0,0.0
210423,200945,28.074,7,1.1
210423,200915,28.074,21,0.1
210423,201100,28.074,3,0.1
210423,200800,28.074,-2,0.0
210423,201115,28.074,-9,-0.1
210423,201015,28.074,8,0.1
210423,201015,28.074,22,0.2
210423,200515,28.074,10,0.0
210423,200930,28.074,6,0.6
210423,200600,28.074,10,0.0
210423,200615,28.074,19,-0.8
210423,201030,28.074,11,0.1
210423,184430,28.074,-10,0.2
210423,200700,28.074,1,-0.1
210423,200345,28.074,13,0.0
210423,184430,28.074,-5,0.1
210423,200900,28.074,0,0.1
210423,200500,28.074,10,0.0
210423,200515,28.074,16,0.0
210423,200845,28.074,4,0.3
210423,200545,28.074,16,0.1
210423,200600,28.074,8,0.1
210423,200915,28.074,3,-0.2
210423,200615,28.074,8,0.7
210423,201000,28.074,2,0.6
210423,200930,28.074,15,0.2
210423,200815,28.074,12,0.0
210423,200515,28.074,15,0.9
210423,200415,28.074,17,0.0
210423,200845,28.074,18,0.2
210423,200630,28.074,17,0.0
210423,200515,28.074,15,0.1
210423,201030,28.074,4,0.2
210423,200845,28.074,19,0.1
210423,184430,28.074,8,-0.3
210423,184430,28.074,-8,0.1
210423,201115,28.074,1,0.1
210423,200915,28.074,20,0.1
210423,184430,28.074,-14,0.1
210423,200930,28.074,6,0.1
210423,200815,28.074,11,0.2
210423,200545,28.074,15,0.0
210423,200930,28.074,-2,0.1
210423,200915,28.074,8,0.3
210423,201115,28.074,5,0.0
210423,200830,28.074,2,0.2
210423,200530,28.074,5,0.1
210423,200800,28.074,6,0.1
210423,200700,28.074,7,0.1
210423,200900,28.074,-11,1.0
210423,201100,28.074,10,0.6
210423,200515,28.074,-3,-1.3
210423,200445,28.074,6,0.0
210423,200615,28.074,8,0.9
210423,200515,28.074,18,0.0
210423,200500,28.074,11,0.2
210423,201030,28.074,0,0.2
210423,200700,28.074,3,0.0
210423,200900,28.074,23,0.1
210423,200945,28.074,8,1.0
210423,200845,28.074,16,0.5
210423,200645,28.074,12,0.1
210423,200645,28.074,-8,0.0
210423,201000,28.074,-21,0.2
210423,200615,28.074,19,0.1
210423,184430,28.074,-6,0.1
210423,200945,28.074,4,0.2
210423,200730,28.074,9,0.2
210423,200415,28.074,18,0.0
210423,200700,28.074,4,0.1
210423,200600,28.074,17,0.0
210423,200800,28.074,-1,0.5
210423,200445,28.074,23,0.1
210423,200515,28.074,18,0.1
210423,200700,28.074,15,0.0
210423,200615,28.074,3,0.0
210423,200500,28.074,-21,0.9
210423,200630,28.074,-5,0.0
210423,200600,28.074,16,0.0
210423,200400,28.074,5,0.1
210423,200845,28.074,18,0.1
210423,200445,28.074,4,1.0
210423,200345,28.074,16,0.1
210423,200515,28.074,0,0.0
210423,200415,28.074,2,0.1
210423,200500,28.074,21,0.0
210423,200500,28.074,7,0.1
210423,201100,28.074,1,0.0
210423,201030,28.074,25,0.1
210423,200645,28.074,14,0.0
210423,200915,28.074,8,0.1
210423,200845,28.074,15,0.0
210423,200930,28.074,1,0.2
210423,200830,28.074,20,0.3
210423,200615,28.074,8,0.1
210423,200600,28.074,0,0.0
210423,200445,28.074,13,0.0
210423,184430,28.074,-3,0.0
210423,200400,28.074,10,-0.1
210423,200715,28.074,17,0.2
210423,200615,28.074,17,-0.2
210423,200415,28.074,12,0.0
210423,184430,28.074,-16,0.1
210423,200630,28.074,22,0.0
210423,200400,28.074,12,0.1
210423,200815,28.074,-2,0.1
210423,184430,28.074,-20,0.1
210423,200700,28.074,24,0.0
210423,201030,28.074,18,0.3
210423,200615,28.074,2,-0.2
210423,201000,28.074,-8,0.6
210423,201030,28.074,24,0.1
210423,200500,28.074,-2,0.0
210423,200445,28.074,8,0.5
210423,201100,28.074,-14,0.0
210423,200645,28.074,13,0.1
210423,200915,28.074,7,0.1
210423,200715,28.074,14,0.2
210423,200545,28.074,14,0.9
210423,200845,28.074,25,-0.7
210423,201030,28.074,2,0.7
210423,200900,28.074,24,0.3
210423,201045,28.074,9,0.2
210423,200915,28.074,23,-0.1
210423,200715,28.074,2,0.0
210423,201115,28.074,-19,0.9
210423,200400,28.074,4,0.0
210423,200945,28.074,16,0.5
210423,200815,28.074,17,1.0
210423,200930,28.074,-3,0.1
210423,200700,28.074,1,0.0
210423,200645,28.074,4,0.1
210423,200745,28.074,18,-0.1
210423,200915,28.074,13,1.0
210423,201100,28.074,-6,0.1
210423,200945,28.074,11,-0.2
210423,200715,28.074,12,0.1
210423,200630,28.074,-9,0.0
210423,200645,28.074,16,0.0
210423,200800,28.074,6,0.2
210423,200400,28.074,21,0.0
210423,200930,28.074,2,0.5
210423,201100,28.074,12,-0.6
210423,200745,28.074,6,0.1
210423,200700,28.074,10,0.0
210423,201030,28.074,-7,-0.1
210423,200515,28.074,8,0.0
210423,200745,28.074,8,1.0
210423,201015,28.074,-3,0.3
210423,200645,28.074,-3,0.7
210423,200930,28.074,4,0.1
210423,200430,28.074,15,0.0
210423,200630,28.074,1,0.1
210423,201115,28.074,-8,0.1
210423,200345,28.074,17,0.0
210423,200430,28.074,-17,-0.1
210423,200500,28.074,1,0.0
210423,200530,28.074,13,0.1
210423,201100,28.074,-4,0.1
210423,200900,28.074,7,0.0
210423,200845,28.074,12,0.0
210423,200700,28.074,8,0.0
210423,201100,28.074,12,0.1
210423,200945,28.074,18,-0.1
210423,200745,28.074,13,0.0
210423,200900,28.074,1,0.1
210423,200700,28.074,13,-0.1
210423,200600,28.074,3,0.0
210423,200715,28.074,10,0.1
210423,200745,28.074,18,0.1
210423,200415,28.074,5,1.0
210423,200730,28.074,1,0.2
210423,200430,28.074,4,0.0
210423,200800,28.074,15,0.1
210423,201015,28.074,20,0.5
210423,201100,28.074,-15,0.1
210423,200845,28.074,3,0.1
210423,200945,28.074,14,-0.1
210423,201015,28.074,19,0.2
210423,200515,28.074,13,0.5
210423,201000,28.074,-8,0.1
210423,200845,28.074,19,1.0
210423,200400,28.074,18,0.2
210423,200915,28.074,16,0.5
210423,200800,28.074,8,0.0
210423,200815,28.074,6,0.1
210423,200700,28.074,12,0.1
210423,200500,28.074,15,0.0
210423,200945,28.074,5,0.1
210423,201100,28.074,3,0.3
210423,201115,28.074,-4,0.1
210422,232130,14.074,-7,0.0
210422,232130,14.074,-13,0.1
210422,232130,14.074,-9,0.2
210422,232130,14.074,17,0.1
210422,232130,14.074,-1,0.1
210422,232130,14.074,-8,0.1
210422,232130,14.074,5,0.1
210422,232130,14.074,-12,0.1
210422,232130,14.074,-7,-0.2
210422,232130,14.074,-17,0.1
210422,232130,14.074,-7,-0.1
210422,232130,14.074,-16,0.3
210422,232130,14.074,-22,0.1
210422,232130,14.074,-24,0.1
210422,232130,14.074,-22,0.5
210422,232130,14.074,-21,0.1
210422,232130,14.074,-13,0.3
210422,232130,14.074,-14,0.1
210422,232130,14.074,-8,0.0
210422,232200,14.074,8,0.1
210422,232200,14.074,-4,0.1
210422,232200,14.074,14,0.1
210422,232200,14.074,3,0.1
210422,232200,14.074,7,0.1
210422,232200,14.074,-8,0.1
210422,232200,14.074,-2,0.1
210422,232200,14.074,-6,-0.2
210422,232200,14.074,2,0.1
210422,232200,14.074,-9,0.0
210422,232200,14.074,-16,2.3
210422,232200,14.074,-5,0.0
210422,232200,14.074,-3,0.3
210422,232200,14.074,-15,0.2
210422,232200,14.074,-24,0.3
210422,232200,14.074,-22,0.1
210422,232200,14.074,-6,0.1
210422,232200,14.074,-9,0.1
210422,232200,14.074,0,0.0
210422,232200,14.074,-17,0.1
210422,232200,14.074,-10,0.2
210422,232200,14.074,-10,0.1
210422,232200,14.074,-17,0.3
210422,232200,14.074,-12,-0.1
210422,232200,14.074,-18,0.2
210422,232215,14.074,10,0.1
210422,232215,14.074,-1,0.0
210422,232215,14.074,11,-0.7
210422,232215,14.074,13,0.1
210422,232215,14.074,-3,0.1
210422,232215,14.074,4,0.4
210422,232215,14.074,6,-0.2
210422,232215,14.074,4,-0.3
210422,232215,14.074,-6,0.1
210422,232215,14.074,-13,0.0
210422,232215,14.074,-11,0.2
210422,232215,14.074,1,0.1
210422,232215,14.074,-14,0.1
210422,232215,14.074,-16,0.1
210422,232215,14.074,11,-1.1
210422,232215,14.074,-5,0.1
210422,232215,14.074,1,0.2
210422,232215,14.074,-18,0.1
210422,232245,14.074,-24,0.1
210422,232245,14.074,-23,0.1
210422,232245,14.074,-24,0.0
210422,232245,14.074,-24,0.3
210422,232245,14.074,-22,-0.2
210422,232315,14.074,-12,0.1
210422,232315,14.074,6,0.1
210422,232315,14.074,10,-0.7
210422,232315,14.074,8,0.1
210422,232315,14.074,-3,0.5
210422,232315,14.074,15,0.1
210422,232315,14.074,17,0.1
210422,232315,14.074,20,-0.2
210422,232315,14.074,-3,0.0
210422,232315,14.074,3,-0.2
210422,232315,14.074,11,0.1
210422,232315,14.074,-4,0.1
210422,232315,14.074,-6,0.0
210422,232315,14.074,-10,0.0
210422,232315,14.074,-15,0.1
210422,232315,14.074,-10,0.1
210422,232315,14.074,-9,0.2
210422,232315,14.074,2,-0.1
210422,232315,14.074,-2,0.1
210422,232315,14.074,-15,0.4
210422,232315,14.074,-15,0.2
210422,232315,14.074,-14,0.0
210422,232315,14.074,-20,0.8
210422,232315,14.074,-7,0.2
210422,232315,14.074,-13,0.1
210422,232315,14.074,-17,0.3
210422,232315,14.074,-24,0.1
210422,232315,14.074,-9,0.1
210422,232315,14.074,-22,0.1
210422,232315,14.074,-24,-0.2
210422,232315,14.074,-18,0.1
210422,232315,14.074,-24,0.2
210422,232315,14.074,-24,0.0
210422,232315,14.074,-20,0.1
210422,232315,14.074,-19,0.1
210422,232315,14.074,-16,0.1
210422,232315,14.074,-21,0.2
210422,232315,14.074,-17,0.1
210422,232345,14.074,-10,0.1
210422,232345,14.074,9,-1.1
210422,232345,14.074,-2,-0.7
210422,232345,14.074,9,0.1
210422,232345,14.074,7,0.1
210422,232345,14.074,9,0.4
210422,232345,14.074,-8,0.1
210422,232345,14.074,-6,0.1
210422,232345,14.074,-9,0.4
210422,232345,14.074,0,0.0
210422,232345,14.074,8,0.1
210422,232345,14.074,-1,0.1
210422,232345,14.074,17,-0.2
210422,232345,14.074,6,-0.2
210422,232345,14.074,-5,0.2
