211007,62215,1,-0.1,0,0,,,,,,,,
211007,115930,-14,-0.2,45.5,-87,,,,,,,,
211007,42830,20,-0.1,0,0,,,,,,,,
211007,112330,-17,0,0,0,,,,,,,,
211007,94530,-5,0.2,0,0,,,,,,,,
211007,124315,0,0.1,0,0,,,,,,,,
211007,113215,-13,0,0,0,,,,,,,,
211007,100015,-13,0.2,35.5,-79,,,,,,,,
211007,123200,-18,0.1,35.5,139,,,,,,,,
211007,112030,1,0.5,41.5,-105,,,,,,,,
211007,54815,0,0.1,0,0,,,,,,,,
211007,42730,11,0,0,0,,,,,,,,
211007,71715,-1,0.2,0,0,,,,,,,,
211007,45800,18,0,0,0,,,,,,,,
211007,64330,-16,0.5,0,0,,,,,,,,
211007,103245,3,0.1,83.5,175,,,,,,,,
211007,113830,-6,0.1,42.5,-89,,,,,,,,
211007,43400,-5,0,0,0,,,,,,,,
211007,110245,-5,1.4,30.5,-89,,,,,,,,
211007,101500,-19,0.1,36.5,-85,,,,,,,,
211007,40100,-7,0.3,0,0,,,,,,,,
211007,35245,18,0.1,0,0,,,,,,,,
211007,52015,0,-0.1,0,0,,,,,,,,
211007,102300,-8,0.2,0,0,,,,,,,,
211007,125545,-16,0,0,0,,,,,,,,
211007,100545,4,0.2,53.5,-167,,,,,,,,
211007,80700,-14,0.1,0,0,,,,,,,,
211007,54300,5,0,0,0,,,,,,,,
211007,85730,7,0.1,0,0,,,,,,,,
211007,83415,-19,0.3,0,0,,,,,,,,
211007,115530,19,0.1,39.5,-119,,,,,,,,
211007,111715,-16,-0.1,41.5,141,,,,,,,,
211007,82100,-12,0.3,0,0,,,,,,,,
211007,105045,-10,0.1,0,0,,,,,,,,
211007,42145,9,0.1,0,0,,,,,,,,
211007,112745,-11,0,0,0,,,,,,,,
211007,104315,-4,0.1,0,0,,,,,,,,
211007,72845,9,0.1,0,0,,,,,,,,
211007,43930,-20,0.1,0,0,,,,,,,,
211007,42645,8,0.1,0,0,,,,,,,,
211007,94200,-14,-0.2,0,0,,,,,,,,
211007,54045,-1,0.1,0,0,,,,,,,,
211007,123330,-19,0.1,35.5,139,,,,,,,,
211007,45615,-16,0.3,0,0,,,,,,,,
211007,93900,-8,0.4,0,0,,,,,,,,
211007,123600,10,0,0,0,,,,,,,,
211007,114615,5,0,0,0,,,,,,,,
211007,44630,-3,0,0,0,,,,,,,,
211007,61000,-24,0.4,0,0,,,,,,,,
211007,123230,-22,0.1,35.5,139,,,,,,,,
211007,100915,-6,0,0,0,,,,,,,,
211007,121115,-22,0.1,83.5,175,,,,,,,,
211007,113515,-12,-0.1,49.5,-123,,,,,,,,
211007,44615,-6,0.3,0,0,,,,,,,,
211007,100730,-19,0,0,0,,,,,,,,
211007,95345,3,0.2,0,0,,,,,,,,
211007,124500,12,0.2,0,0,,,,,,,,
211007,112045,-10,0.3,83.5,175,,,,,,,,
211007,95300,-7,0.1,0,0,,,,,,,,
211007,64130,-9,-0.2,0,0,,,,,,,,
211007,54445,-15,0,0,0,,,,,,,,
211007,130330,-17,0,0,0,,,,,,,,
211007,130530,22,-0.1,0,0,,,,,,,,
211007,63845,-10,0.1,0,0,,,,,,,,
211007,90045,-7,0.1,0,0,,,,,,,,
211007,41430,-2,0.3,0,0,,,,,,,,
211007,102015,-8,0.1,39.5,-87,,,,,,,,
211007,102245,-7,0.1,37.5,-85,,,,,,,,
211007,74200,-9,0.1,0,0,,,,,,,,
211007,54745,-16,0.2,0,0,,,,,,,,
211007,10045,-11,0.1,0,0,,,,,,,,
211007,40730,-4,0.4,0,0,,,,,,,,
211007,125515,-14,0.4,0,0,,,,,,,,
211007,121030,4,0.2,41.5,-87,,,,,,,,
211007,111130,-6,1.8,41.5,-87,,,,,,,,
211007,105130,6,0.5,83.5,175,,,,,,,,
211007,53330,0,0,0,0,,,,,,,,
211007,112330,-6,0,0,0,,,,,,,,
211007,73000,-2,0.1,0,0,,,,,,,,
211007,35645,0,-0.4,0,0,,,,,,,,
211007,100730,-12,0.1,83.5,175,,,,,,,,
211007,83045,-12,0.3,0,0,,,,,,,,
211007,100215,-15,0.1,34.5,-85,,,,,,,,
211007,102830,-9,0.1,41.5,-89,,,,,,,,
211007,114830,-18,0,0,0,,,,,,,,
211007,110800,11,0.4,32.5,-111,,,,,,,,
211007,113100,-21,-0.1,0,0,,,,,,,,
211007,112400,-6,0,0,0,,,,,,,,
211007,93330,-6,0.1,0,0,,,,,,,,
211007,112045,-8,0.4,36.5,-83,,,,,,,,
211007,120830,-10,-0.1,0,0,,,,,,,,
211007,112600,-10,0,0,0,,,,,,,,
211007,112600,-11,0,0,0,,,,,,,,
211007,104630,0,0,0,0,,,,,,,,
211007,53045,-3,0,0,0,,,,,,,,
211007,113845,-10,-0.1,83.5,175,,,,,,,,
